,ulasan,rating,Label,clean_teks
227,"harga nya jauh lebih murah toko oranye,, pda toko ijo (tokped) tampilan aplikasi lebih menarik toko oranye.. perbedaan harga nya relatif jauh. entah jadi lebih mendukung aplikasi penjualan toko sebelah pda toko anak negri..🤔",2,0,harga nya murah toko oranye pda toko ijo tokped tampil aplikasi tarik toko oranye beda harga nya relatif dukung aplikasi jual toko belah pda toko anak negri
228,"sangat relevan pengajuan return diribetkan pihak toko pedia slowrespon terharap masalah tersebut,saya menunggu waktu berminggu minggu konfirmasi sangat sulit dilakukan pihak tokopedia,dan menggunakan tokopedia lebih sulit menggunakan shopee,terimakasih.",1,0,relevan aju return diribetkan toko dia slowrespon harap tersebutsaya tunggu minggu minggu konfirmasi sulit tokopediadan tokopedia sulit shopeeterimakasih
229,"dear tokopedia: mohon mau komplain masalah paket di tambah durasi bukti videonya, yakali cuma 30 detik mah ngk cukup unboxingnya. minimal 1/2 menit lah terimakasih....",4,1,dear tokopedia mohon komplain paket durasi bukti video yakali detik mah ngk unboxingnya minimal menit terimakasih
230,dulu suka banget sama tokped sekarang banyak banget biayanya mulai biaya layanan biaya jasa aplikasi niat hemat mau belanja online sama boros.,4,1,suka banget tokped banget biaya biaya layan biaya jasa aplikasi niat hemat belanja online boros
231,"tokped sekarang kok jd lelet ya,mau buka halaman transaksi jd gk malah balik balik ke halaman sebelumnya padahal mau menyelesaikan transaksi,jdinya dicomplain sama seller.",4,1,tokped jd lelet yamau buka halaman transaksi jd gk halaman selesai transaksijdinya dicomplain seller
232,aplikasi bagus sekarang aplikasi nya lemot. mau buka barang selalu tulisan toped menanggapi... tak kurang 1 bintang nya... sekarang minggu minta update.. diperhatikan,2,0,aplikasi bagus aplikasi nya lot buka barang tulis toped tanggap bintang nya minggu update perhati
233,"jelek & membingungkan tampilan aplikasi sekarang bagian search/pencarian barang. maaf nih ya, semua orang mau ribet belajar fitur² terbaru kalian. pindah pakai sh*p** aja dh beres.",1,0,jelek bingung tampil aplikasi searchpencarian barang maaf nih ya orang ribet ajar fitur baru pindah pakai shp aja dh beres
234,"nya mohon maaf perusahan tokopedia,,, pelayanan tingkat kan,,, sya persan barang si kurir menyerah kan barang orang sya kenal!! seandai nya jikak kurir ketemu si pembeli langsung jauh lebih baik pesanan aman kan dulu jangan kasih kan orang sembarang nya!!! yang alami sampai2 sya bingung sendiri",2,0,nya mohon maaf usah tokopedia layan tingkat sya pers barang kurir serah barang orang sya kenal anda nya jikak kurir ketemu beli langsung pesan aman kasih orang sembarang nya alami sya bingung
235,"pihak tokopedia cepat tanggap menanggapi keluhan pelanggan terkait barang sesuai. pihak tokopedia ""membela"" penjual padahal jelas jelas barang sesuai juga dana tidak dikembalikan sepeserpun. sangat kecewa pihak tokopedia. 👎",1,0,tokopedia cepat tanggap tanggap keluh langgan kait barang sesuai tokopedia bela jual barang sesuai dana kembali peser kecewa tokopedia
236,"tokopedia....sekarang cod nya dipersulit ya, seperti awal awal, rp ( 0 ) / ( gratis ongkir ) bisa cod. sekarang tulisan cod tp pilihan pembayaran cod nya muncul🤦🏼‍♀️",1,0,tokopediasekarang cod nya sulit ya rp gratis ongkir cod tulis cod tp pilih bayar cod nya muncul
237,"saat mau beli barang malah dibatalkan pihak tokopedia, alasan menggunakan identitas sama orang dll, lah emang mau ngisi alamatnya alamat orang kan mungkin, gimana sih aplikasi tokopedia? buat orang jadi nyaman.",1,0,beli barang batal tokopedia alas identitas orang dll emang ngisi alamat alamat orang gimana sih aplikasi tokopedia orang nyaman
238,"udah 2 bulan pasca ganti no tpi pengaduan untuk segera pemulihan akun biar akses gopaylater tau cicilan sya berapa jatuh temponya kapan, sisanya berapa bulan lagi, gk bisa, klik gopaylater selalu gk bisa, keterngan rumah penuh mulu, jadi membayar cicilan manual virtual account ksih di chat, saya gk terkma bukti pembayaran pelunasan bulannya, sebelum2 nya, kecewa banget",1,0,udah pasca ganti no tpi adu pulih akun biar akses gopaylater tau cicil sya jatuh tempo sisa gk klik gopaylater gk keterngan rumah penuh mulu bayar cicil manual virtual account ksih chat gk terkma bukti bayar lunas bulan nya kecewa banget
239,kecewa gara gara pake kurir jne barang gak sampe2 padahal hari senin ada paket diserahkan kekurir sampe kamis malam blm sampe. sicepat paling bagus pengiriman... kalo tau gratis ongkir dikirim lewat jne mending batalkan saja. kapok sekarang masih banyak online shop lainnya deh,1,0,kecewa gara gara pake kurir jne barang gak sampe senin paket serah kurir sampe kamis malam blm sampe sicepat bagus kirim kalo tau gratis ongkir kirim jne mending batal kapok online shop deh
240,btg 1 dulu selama dicurigai memiliki akun. akun cuma satu. bisa klaim promo tokopedia dibatalkan. harap dicarikan solusi.,1,0,btg curiga milik akun akun klaim promo tokopedia batal harap cari solusi
241,tau pengiriman sicepat lemot...untuk promo gratis ongkir nya gak milih ekspedisi.ekspedisi dipilih otomatis sistemnya...paling mahal diantara apk lain..lamban pula!!!!! 🤬🤬🤬🤬😡😡😡,1,0,tau kirim sicepat lemotuntuk promo gratis ongkir nya gak milih ekspedisiekspedisi pilih otomatis sistemnyapaling mahal aplikasi lainlamban
242,hati hati belanja tokopedia...pelayanannya sangat buruk.. belanja tanggal 2 smpai tanggal 28 ada kepastian barang beli. padahal menggunakan jasa kirim cepat. komplen smpai sekarang ada keputusan pihak tokopedia. sangat kecewa pelayanan tokopedia sangat lambat menyelesaikan permasalahan konsumen. semoga aja uang saya di kembalikan.,1,0,hati hati belanja tokopediapelayanannya buruk belanja tanggal smpai tanggal pasti barang beli jasa kirim cepat komplen smpai putus tokopedia kecewa layan tokopedia lambat selesai masalah konsumen moga aja uang kembali
243,"pihak tokopedia lebih gercep ya penanganan masalah, jangan lambat kaya siput. btw saldo belum dikembalikan loh, bagaimana solusinya ya secepatnya penanganannya!",1,0,tokopedia gercep ya tangan lambat kaya siput btw saldo kembali loh solusi ya cepat tangan
244,"aplikasi g jelas, baru daftar akun baru mau gunain voc promo selalu dibatalkan sistem katanya melanggar limit perorang, pdhl punya akun cuma 1, g jelas kali g usah bikin promo aja, mengecewakan, kalo g solusi mending tutup akun & uninstall ajalah.",1,0,aplikasi g daftar akun gunain voc promo batal sistem langgar limit orang pdhl akun g kali g bikin promo aja kecewa kalo g solusi mending tutup akun uninstall aja
245,"menghargai pelanggan lama, berani mengutip biaya transaksi lebih marketplace lain, akurasi pencarian produk berbaur iklan pelanggan dianggap bodoh semua, semakin pelit memisahkan promo cashback ongkir... okey... puas puasin masih eksis!",1,0,harga langgan berani kutip biaya transaksi marketplace akurasi cari produk baur iklan langgan anggap bodoh pelit pisah promo cashback ongkir okey puas puasin eks
246,banyak toko dropship modal scrape data marketplace lain. ngakunya produk sendiri nyatanya tidak. bohongin customer soal lokasi kirim produk. kebijakan tokopedia memihak buyer. gak jelas app nya.,1,0,toko dropship modal scrape data marketplace ngakunya produk bohongin customer lokasi kirim produk bijak tokopedia buyer gak aplikasi nya
247,"makin kesini makin bagus. diskon,cashback,dan free ongkirnya mantep mantep. keren. jasa pengirimnya disini mnrtku banyak bgt, gercep asli. barang2 setiap toko overall hampir sama sprti apk lain lah dr mulai kualitas hingga kuantitas. rate 92/100 from me. thank'u tokopedia",5,1,kesini bagus diskoncashbackdan free ongkirnya mantep mantep keren jasa kirim mnrtku bgt gercep asli barang toko overall sprti aplikasi kualitas kuantitas rate from me thanku tokopedia
248,sekarang tokped pake ninja express... lemoot kaya siput... udah 1 minggu paketnya nyampe nyampee... terus anehnya da expedisi yang dipilih... ini bukan gratis ongkir tidak expedisi,1,0,tokped pake ninja express lemoot kaya siput udah minggu paket nyampe nyampee aneh da expedisi pilih gratis ongkir expedisi
249,"admin tokopedia bijak melaksanakan tugasnya, masa retur barang barangnya dapat dipakai barangnya malah dikembalikan saya, saya pembeli sangat rugikan beli barang elektronik dipakai tidak bisa di refund.",1,0,admin tokopedia bijak laksana tugas retur barang barang pakai barang kembali beli rugi beli barang elektronik pakai refund
250,"ekpedisi entaraja, jadi paket ngak nyampe"" suka nginep berhari-hari, kota asal maupun kota tujuan, tanggal estimasi berubah di anter juga,",2,0,ekpedisi entaraja paket ngak nyampe suka nginep berharihari kota kota tuju tanggal estimasi ubah anter
251,"bermasalah penjual,merugikan pembeli karna barang yg kirim beda.masuk halaman komplain,malah chating sama robot toped..ujung2 tetap pembeli rugikan karna bayar ongkir..mending auto delete..cari tempat aja lebih mengutamakan kenyamanan belanja pembeli",1,0,masalah penjualmerugikan beli karna barang kirim bedamasuk halaman komplainmalah chating robot topedujung beli rugi karna bayar ongkirmending auto deletecari aja utama nyaman belanja beli
252,"versi baru kurang memuaskan min... koneksi internet bagus gk ad masalah,tp gk bs login,katanya masalah jaringan...gk jaringn internet... kan sebel min...",1,0,versi muas min koneksi internet bagus gk ad masalahtp gk bs loginkatanya jaringangk jaringn internet sebel min
253,jadi susah diupdate?aplikasi jadi lemot...kadang suka keluar aplikasi...bagus dulu tokopedia dari pada sekarang.dulu toko sebelah lemot.,5,1,susah diupdateaplikasi lemotkadang suka aplikasibagus tokopedia sekarangdulu toko belah lot
254,"permisi mau menggunakan fitur image search aplikasi anda, cuma melihat panduan klik logo kamera, pada aplikasi versi terupdate(baru) tidak menu tersebut jadi saya harus gimana ya?",1,0,permisi fitur image search aplikasi pandu klik logo kamera aplikasi versi terupdatebaru menu gimana ya
255,mesan barang ssd 1 tb 8 pcs penjual mengirimkan kurang proses tokopedia memberitahu pembeli berhasil pengembalian dana retrun barang penjual dana telah kembalikan jelang beberapa hari kemudian saya lihat pihak tokopedia meminta kembalian uang jumlah 4.592.000 bagaimana saya sebagai pembeli sangat sangat kecewa seperti ini saya mau komunikasi telepon pihak tokopedia nomor nya ada telepon,1,0,mesan barang ssd tb pcs jual kirim proses tokopedia memberitahu beli hasil kembali dana retrun barang jual dana kembali jelang lihat tokopedia kembali uang beli kecewa komunikasi telepon tokopedia nomor nya telepon
256,"cuma update aja, udah jarang belanja tokped semenjak kurir rekomendasi, mempersulit mau cod. jd beberapa bulan belanja sopi sama lajada aja yg cod nya mudah...",1,0,update aja udah jarang belanja tokped semenjak kurir rekomendasi sulit cod jd belanja sopi lajada aja cod nya mudah
257,"kecewa, kena tipu salah satu penjual nominal belanja 2,9 juta barang belom terima, pesanan terkirim respon penjual, membuat tambah kecewa karna pihak tokped tidak ada itikad baik membantu sama sekali, yakin kurir bekerja sama penjual karna saya memakai instan day",1,0,kecewa kena tipu salah jual nominal belanja juta barang bom terima pesan kirim respon jual kecewa karna tokped itikad bantu kurir jual karna pakai instan day
258,"upgrade malah ngeblank , lacak transaksi ke menu awal lagi...toped nya baru meriang...mending gak usah upgrade",1,0,upgrade ngeblank lacak transaksi menu lagitoped nya meriangmending gak upgrade
259,"ongkirnya terlalu sangat mahal ya.. beda sama aplikasi sope,sama checkout barang sama toko official sama.. beda jauh harga ongkosnya.. sope gratis, tokopedia kena 38rb",1,0,ongkirnya mahal ya beda aplikasi sopesama checkout barang toko official beda harga ongkos sope gratis tokopedia kena rb
260,5 hari e-money terisi. status tokopedia berhasil. aplikasi terupdate. update saldo via tokopedia. berkali kali cek. masuk saldonya. refund. menu tokopedia care muncul,1,0,emoney isi status tokopedia hasil aplikasi terupdate update saldo via tokopedia kali kali cek masuk saldo refund menu tokopedia care muncul
261,kadang bingung sama tokped kalo langanan plus kata bebas ongkir beban ongkir tetap tagih pembeli kata prioritas buat customer sama aja sama non langanan lama banget buat tanya jawab terus ya langanan plus apa..???? kalo seperti aja sama kaya non langanan kocak,1,0,kadang bingung tokped kalo langanan plus bebas ongkir beban ongkir tagih beli prioritas customer aja non langanan banget ya langanan plus kalo aja kaya non langanan kocak
262,"alhamdulillah walaupun akun kedua pertama bisa balik lagi.. semoga berlangganan terus, tokopedia memang mantap selalu mementingkan kualitas terbaik.",5,1,alhamdulillah akun moga langgan tokopedia mantap penting kualitas baik
263,"makin sini bukannya dipermudah malah makin dipersulit, contohnya pas chekout pakai nomor lama menggunakan promo malah pesanan dibatalkan sistem dikarenakan ""pesanan memenuhi syarat"" padahal proses pembayaran dilakukan, kalo proses nya mau dibatalin karna ""tidak sesuai syarat"" dilakuin proses pembayaran dilakukan, bukan pembayaran, mana saldo ketahan gegara nomer lama udah aktif. trs sistem kurir jne dibenahi di hapus saja.",2,0,mudah sulit contoh pas chekout pakai nomor promo pesan batal sistem pesan penuh syarat proses bayar kalo proses nya dibatalin karna sesuai syarat dilakuin proses bayar bayar saldo tahan gegara nomer udah aktif trs sistem kurir jne benah hapus
264,"dulu ngeselin kurirnya payah, sekarang akhir september 2023 bikin emosi fitur cod tampil, padahal display seller pilihan kurir cod. konsul sama cs malah berbelit belit kaya ngobrol sama orang dongo. akhirnya selamat tinggal aja tokopedia, uninstall aplikasinya jaih jauh. payah!!",1,0,ngeselin kurir payah september bikin emosi fitur cod tampil display seller pilih kurir cod konsul cs belit belit kaya ngobrol orang dongo selamat tinggal aja tokopedia uninstall aplikasi jaih payah
265,"beli voucher game lewat fitur aplikasi, 2x24 jam transaksi nggantung ada kejelasan, customer care jg cuma janji2 aja, bisa kasih solusi kejelasan 👎👎👎👎👎👎",1,0,beli voucher game fitur aplikasi x jam transaksi nggantung jelas customer care jg janji aja kasih solusi jelas
266,"wah kecewa pakai si hijau, senang hati dapet promo, giliran cek out malah, dibatalin sepihak sama sihijau alasan adanya dugaan manipulasi pembayaran, padahal pakai pembayaran gopuy, udah promonya enggak balik lagi, kecewa kecewa",5,1,kecewa pakai hijau senang hati dapet promo gilir cek out dibatalin sihijau alas duga manipulasi bayar pakai bayar gopuy udah promonya kecewa kecewa
267,"buruk bgt pelayanan cs tokopedia menyelesaikan masalah, ngasih diskon tp goib sama sekali gak dipakai. dikasih kompensasi gift 3x24 3x24 ditanya blm masuk kata cs penerusan sore nanya suruh nunggu tiba2 dibatalin sepihak sama cs alasan diskon dikembalikan nyatanya sama gak digunakan sungguh sangat miris sekali ,berasa diprank sama cs tokopedia udah ngasih kupon diskon gak dipakai ngasih gift zonk dibatalkan tiba2 🤣",1,0,buruk bgt layan cs tokopedia selesai ngasih diskon tp goib gak pakai kasih kompensasi gift x x blm masuk cs terus sore nanya suruh nunggu dibatalin cs alas diskon kembali gak sungguh miris asa diprank cs tokopedia udah ngasih kupon diskon gak pakai ngasih gift zonk batal
268,"sangat kecewa,, ribet banget, banyak pembatalan otomatis,,, kalau tau jadinya ini, akan download..",1,0,kecewa ribet banget batal otomatis tau download
269,promo setelah klik promonya nya kok tagihan bayarnya gak berkurang.. maksudnya gimana sih ? buruk nih sistem nya..,1,0,promo klik promonya nya tagih bayar gak kurang maksud gimana sih buruk nih sistem nya
270,langganan plus... kira lebih sering bonus... pas flash sale dapet sekali 6 bulan langganan ... mlah gk pernah sama sekali ... hadehh....,1,0,langgan plus bonus pas flash sale dapet langgan mlah gk hadehh
271,"akun lama pakai hampir 4 thn, biasa belanja, anggurin 1 bulan buat co pesenan tiba2 dibatalkan sistem. aneh sekali. udah lah bintang 2 saja... toko2 sebelah lebih mudah sistem belanjanya.",2,0,akun pakai thn belanja anggurin co sen batal sistem aneh udah bintang toko belah mudah sistem belanja
272,"makin ribet, berat, esisonal. dulu pilih tokpet karna simple. ongkir makin jelas pake paket "" tidak jelas biar bikin kecanduan belanjaan online",1,0,ribet berat esisonal pilih tokpet karna simple ongkir pake paket biar bikin candu belanja online
273,"logo ikon tokopedia terlalu kecil layar hp saya, mengganggu penglihatan/merusak pemandangan ikon tidak simetris apk lainnya..",1,0,logo ikon tokopedia layar hp ganggu penglihatanmerusak pandang ikon simetris aplikasi
274,"aplikasi aneh sejagad raya, udah pesen bayar indomaret tbtb batalkan sama pusat bukan lg dr tokonya voucher nya jd hilang. mau tarik saldo juga persulit. intinya aplikasi ter aneh selama pake aplikasi online",1,0,aplikasi aneh sejagad raya udah sen bayar indomaret tbtb batal pusat lg toko voucher nya jd hilang tarik saldo sulit inti aplikasi ter aneh pake aplikasi online
275,"kecewa kurir id express di rekomendasikan pihak tokopedia, sangat kecewa proses lambat , pengiriman diperlamat kurir status diupdate seharian, seperti kenapa direkomendasikan merugikan",2,0,kecewa kurir id express rekomendasi tokopedia kecewa proses lambat kirim diperlamat kurir status diupdate hari rekomendasi rugi
276,di buat belanja tinggal ubah metode pembayaran aja luamaaaaa buanget ya. emang gini tokped . jujur gak pernah pakai si. pakainya si oren sat set kalau ku. tp kok luama banget,2,0,belanja tinggal ubah metode bayar aja luamaaaaa buanget ya emang gin tokped jujur gak pakai pakai oren sat set ku tp luama banget
277,war diskon apanya.. masa baru beberapa detik habis terjual semua... sy pantengin dr hitung mundur sampe pas jam 14.00 langsung klik tp barang langsung habis.. anehhh...,1,0,war diskon apa detik habis jual sy pantengin hitung mundur sampe pas jam langsung klik tp barang langsung habis anehhh
278,"sangat buruk pengirimannya, beda sama shopee, shopee punya jasa pengiriman sendiri, harga barang mahal mahal, pengen uninstall aja, apk mengecewakan, estimasi lewatin pihak toped bertindak",1,0,buruk kirim beda shopee shopee jasa kirim harga barang mahal mahal ken uninstall aja aplikasi kecewa estimasi lewatin toped tindak
279,"g sumpah, aku pake promo pembelian pertama gagal, trus auto g bs pakai pembelian pertama aja batalkan mulu sama sistem, najisss apk paling aneh, sebut nipu tidak sih??? udah isi go pay segala malah nipu, emang bener lebih baik di shope di ijo burung nipu!!!!!! bintang satu aja kebanyakan ku",1,0,g sumpah pake promo beli gagal trus auto g bs pakai beli aja batal mulu sistem najisss aplikasi aneh nipu sih udah isi go pay nipu emang bener shope ijo burung nipu bintang aja banyak ku
280,"tokopedia sadari apk sangat berat, ada inovasi kreativitas jasa kirim bebas ongkir, kok yah tokopedia bertahan 2 jasa kirim bebas ongkir sicepat anteraja, jasa kirim membuat orang malas belanja tokopedia..",1,0,tokopedia sadar aplikasi berat inovasi kreativitas jasa kirim bebas ongkir yah tokopedia tahan jasa kirim bebas ongkir sicepat anteraja jasa kirim orang malas belanja tokopedia
281,"kan beli pulsa tokopedia lewat gopay, pembelian berhasil beberapa detik tiba-tiba tokopedia melakukan pengembalian dana. tanya bot tidak solusinya",4,1,beli pulsa tokopedia gopay beli hasil detik tibatiba tokopedia kembali dana bot solusi
282,"beli batery charger tokopedia penjual puteralawu bayar juga,, ternyata sekarang barangnya pernah datang, uang hilang, krn sudah dilepas penjual, komplain toped,, alasannya beli marketplace lain,, bagaimana ??? yg jelas belinya aplikasi tokopedia,, bukan marketplace lain,, jelas yg melepaskan uang ke penjual toped,, bisa dibilang marketplace lain,, ?? berarti toped aman buat pembeli,",1,0,beli batery charger tokopedia jual puteralawu bayar barang uang hilang krn lepas jual komplain toped alas beli marketplace beli aplikasi tokopedia marketplace lepas uang jual toped bilang marketplace toped aman beli
283,"keseluruhan udah bagus. cuman mungkin ditambahahin review/ulasan pihak pengiriman barangnya bukan cuman buat toko/penjualnya aja, jadi kasih kritik, saran, apresiasi buat jasa pengirimnya. menurut kalo udah masuk kepengiriman masalah barang lama, rusak , hilang, sudah bukan tanggung jawab toko/penjual",4,1,udah bagus cuman ditambahahin reviewulasan kirim barang cuman tokopenjualnya aja kasih kritik saran apresiasi jasa kirim kalo udah masuk kirim barang rusak hilang tanggung tokopenjual
284,"nih tokopedia ada gangguan ya? semalam kok bisa"" diakses semua menunya..? loading terus gak karuan. diperbaiki dong, mestinya dlm hitungan jam udh normal lagi, udh semalaman gangguannya, gak oke banget..",2,0,nih tokopedia ganggu ya malam akses menu loading gak karuan baik mesti dlm hitung jam udh normal udh malam ganggu gak oke banget
285,"bayar tiba² pesanan batalkan sistem,uang kembalikan tidak sesuai sama di keluarkan ,bukan mempermudah belanja malah mempersulit pertama kali belanja online,dan nyoba aplikasi nyesel banget,aku coba karna promo pengguna baru,tertipu sama tokopedia,saat di klik promonya di bayar malah di tuduh bukan pengguna baru,gausah pake ni aplikasi rusakkkk",1,0,bayar tiba pesan batal sistemuang kembali sesuai keluar mudah belanja sulit kali belanja onlinedan nyoba aplikasi nyesel bangetaku coba karna promo guna barutertipu tokopediasaat klik promonya bayar tuduh guna barugausah pake ni aplikasi rusakkkk
286,"makin males lama2 belanja disini. barang gak sampai2 kesalahan kurir, claim garansi pengembalian dananya lama gak jelas. saya belipun udah nambah bayar pake asuransi ya. dimintai solusi jawabannya suruh nunggu-nunggu terus. lah dipikir beli barang buat kebutuhan 10 tahun kedepan apa? barang gak datang, duit tahan alasan tunggu investigasi, kpn-nya jg gak jelas. tutup aja kalo gak handle komplen, gak kerja.",1,0,males belanja barang gak salah kurir claim garansi kembali dana gak beli udah nambah bayar pake asuransi ya solusi jawab suruh nunggununggu pikir beli barang butuh depan barang gak duit tahan alas tunggu investigasi kpnnya jg gak tutup aja kalo gak handle komplen gak kerja
287,"tokopedia sekarang beda sama dulu...ngasih kurir rekomendasi kok kurir busuk macam id express....paketan 5 hari sampai....sampai estimasi waktu pengiriman habis belum padahal gerai wilayah saya...komplain cs tokopedia bilangnya bantu dimaksimalkan tetep aja kurirnya ngirim"" estimasi pengiriman habis.... berkali-kali komplain jawabannya terus tidak ada perkembangan",1,0,tokopedia beda dulungasih kurir rekomendasi kurir busuk id expresspaketan sampaisampai estimasi kirim habis gerai wilayah sayakomplain cs tokopedia bilang bantu maksimal tetep aja kurir ngirim estimasi kirim habis berkalikali komplain jawab kembang
288,"ada nya aplikasi memberikan kemudahan pagi penggunan berbelanja manapun, kapanpun mudah, sudah menjadi pelanggan aplikasi cukup lama, keinginan sebagai konsumen tokoedia memberikan lebih banyak diskon potongan harga di awal-awal dlu. alangkan bagusnya gratis ongkir ditambah dengan potongan harga. sejauh ini aplikasinya bagus tidak bermasalah.",4,1,nya aplikasi mudah pagi gun belanja mana mudah langgan aplikasi konsumen tokoedia diskon potong harga awalawal dlu alang bagus gratis ongkir tambah potong harga aplikasi bagus masalah
289,"aplikasi sangat usang. live chatnya menggunakan penjawab otomatis. tampilannya jadul. penjualnya banyak jarang aktif lambat respon. kalau dibandingkan shopee kalah sangat jauh, shopee lebih menarik. dari tokopedia cenderung sepi di shopee ramai lengkap. mungkin sdm pengembangnya gaptek. pengirimannya seringkali mengandalkan jne. jne, salah satu jasa ekspedisi lokal paling hindari belanja online cenderung ngaret.",1,0,aplikasi usang live chatnya jawab otomatis tampil jadul jual jarang aktif lambat respon banding shopee kalah shopee tarik tokopedia cenderung sepi shopee ramai lengkap sdm kembang gaptek kirim seringkali andal jne jne salah jasa ekspedisi lokal hindar belanja online cenderung ngaret
290,"gimana aplikasi nya, aku punya akun tokopedia sejak awal pas install pertama kok malah sistem udah punya akun jadi gak daftar sama sekali, bener aja, awal masukin no telp terus kode verifikasi terakhir masukin nama lengkap sistem mendeteksi akun udah kedaftar padahal sendiri ada akun yang terdaftar. kecewa terimakasih",1,0,gimana aplikasi nya akun tokopedia pas install sistem udah akun gak daftar bener aja masukin no telp kode verifikasi masukin nama lengkap sistem deteksi akun udah daftar akun daftar kecewa terimakasih
291,"voucher gratis ongkir bisa dipakai bersamaan dg voucher yg lain,sangat mengecewakan,kemungkinan banyak pelanggan yg pindah aplikasi sebelah. makin g asyiik z biaya layanan & biaya aplikasi.",1,0,voucher gratis ongkir pakai sama dg voucher lainsangat mengecewakankemungkinan langgan pindah aplikasi belah g asyiik z biaya layan biaya aplikasi
292,"baru baru membeli barang tokped pembayaran transfer,tetapi barang sampai,barangnya rusak parah,dan komplen,karena kesalahan kurir,lalu kembalikan barang penjualnya langsung,setelah komplen penjual menerima uangnya kembali,tetapi pembeli mendapatkan uang saya kembali lebih 2 x 2r jam lo..sudah 5 hari bos..tolong tokped kembalikan uang saya!! balesnya sama sistem..udah berkali - kali woy..saya komplen aplikasi tokped",1,0,beli barang tokped bayar transfertetapi barang sampaibarangnya rusak parahdan komplenkarena salah kurirlalu kembali barang jual langsungsetelah komplen jual terima uang kembalitetapi beli uang x r jam losudah bostolong tokped kembali uang balesnya sistemudah kali kali woysaya komplen aplikasi tokped
293,"semakin mengecewakan pelayanannya ini, ekspedisi yg dipilih tiba² berubah tnp alasan yg jelas. estimasi barang yg diterima jg dibuat lbh lama penerimaannya biasanya reguler 3hari sampai, kayaknya sengaja dibuat molor pengirimannya seolah² pembeli maklum msh dlm proses pengiriman gk dibatalin. ekspedisi tambah senang tokopedia kasih estimasi yg lama tambah nyantai² ekspedisi kirimnya. cari duit segitunya,nanti klo barang sdh sy hapus aplikasi kapokkkkkkkkk",1,0,kecewa layan ekspedisi pilih tiba ubah tnp alas estimasi barang terima jg terima reguler kayak sengaja molor kirim olah beli maklum msh dlm proses kirim gk dibatalin ekspedisi senang tokopedia kasih estimasi nyantai ekspedisi kirim cari duit segitunyananti klo barang sy hapus aplikasi kapokkkkkkkkk
294,"makin pembaruan makin lemot aplikasinya,mending usah pembaruan.balikin aja fitur2 semula.jadi susah mau cari2 barang, loading lemot parah padahal sinyal bagus. perbaiki aplikasinya,sudah jadi apk favorit buat olshop jgn sampe pindah apk sebelah",2,0,baru lot aplikasinyamending pembaruanbalikin aja fitur semulajadi susah cari barang loading lot parah sinyal bagus baik aplikasinyasudah aplikasi favorit olshop jgn sampe pindah aplikasi belah
295,"pesan barang mulai tanggal 4agustus2023,dan estimasi sampainya tanggal 11agustus,awal terlambat diperpanjang estimasi tgl 15agustus.. pengiriman nya menggunakan kurir rekomendasi.. tp hasilnya skrg barang blm sampai,cek resi paket ttp berhenti satu tempat sekarang.. ajukaan komplain klaim barang hilang,tp ttp tidak kejelasan😞 tlg gmn kejelasan paket sayaaa",1,0,pesan barang tanggal agustusdan estimasi sampai tanggal agustusawal lambat panjang estimasi tanggal agustus kirim nya kurir rekomendasi tp hasil skrg barang blm sampaicek resi paket ttp henti ajukaan komplain klaim barang hilangtp ttp jelas tlg gmn jelas paket sayaaa
296,"admin tokopedia mohon bantuannya mengajukan komplain kerusakan produk dikarenakan kurir, ingin menyertakan video selalu bisa. padahal video format filenya mp4 ukurannya hanya 160 mb. padahal selama saya menggunakan tokped cukup puas, kenapa saat saya ingin melakukan komplain malah dipersulit ini. mohon bantuannya min🙏.",2,0,admin tokopedia mohon bantu aju komplain rusa produk kurir serta video video format filenya mp ukur mb tokped puas komplain sulit mohon bantu min
297,"akhir akhir tokped udh mulai down segi service nya, masih suka eror topup mau pulsa ataupun token, coba menghubungi call center udh 2 hari pulsa masuk masuk malah ada respon, disuruh nunggu 10 menit bahkan sampe 2 jam tungguin tidak ada respon juga, diperbaikii!!!!",1,0,tokped udh down segi service nya suka eror topup pulsa token coba hubung call center udh pulsa masuk masuk respon suruh nunggu menit sampe jam tungguin respon diperbaikii
298,"sangat memuaskan belanja tokopedia, barang rusak mengajukan klaim pengembalian dana, sstu bulan masuk pengembalian dananya, sangat tidak memuaskan tidak solusi terbaik, penjual tokopedia, tokopedianya malah nyuruh penjualnya, rusak aplikasi online shop..",1,0,muas belanja tokopedia barang rusak aju klaim kembali dana sstu masuk kembali dana muas solusi baik jual tokopedia tokopedianya nyuruh jual rusak aplikasi online shop
299,"aplikasi sangat fair, membatalkan promo seenaknya, padahal diawal tertera promo digunakan pas transaksi selesai promo dibatalkan. sangat kecewa tokopedia.",1,0,aplikasi fair batal promo awal tera promo pas transaksi selesai promo batal kecewa tokopedia
300,"jasa pengiriman jne jangan dipakai. percuma murah kalau amanah. beberapa kali memesan kali jne kurirnya tidak atau sangat telat dgn berbagai macam alasan yg tdk masuk akal. mana kurirnya tdk sopan. pengembalian dana lama menghambat utk memesan baru. kurirnya begini terus,selamat tinggal tokopedia",1,0,jasa kirim jne pakai murah amanah kali mes kali jne kurir telat dgn alas masuk akal kurir sopan kembali dana hambat utk mes kurir terusselamat tinggal tokopedia
